#;Código modular;Nombre;Nivel / Modalidad;Estado;Departamento;Provincia;Distrito
347;683862;6010260 JOSE AMASIFUEN TANANTA;Primaria;Activo;Loreto;Requena;Saquena
348;1209618;6010260 JOSE AMASIFUEN TANANTA;Secundaria;Activo;Loreto;Requena;Saquena
349;683870;6010261;Primaria;Activo;Loreto;Requena;Emilio San Martín
350;683888;6010262;Primaria;Activo;Loreto;Requena;Emilio San Martín
351;684860;6010263;Primaria;Activo;Loreto;Requena;Maquia
352;684878;6010264;Primaria;Activo;Loreto;Requena;Maquia
353;1791078;6010264;Secundaria;Activo;Loreto;Requena;Maquia
354;683748;6010265 ROMULO FREITAS ALVARADO;Primaria;Activo;Loreto;Loreto;Urarinas
355;1781376;6010265 ROMULO FREITAS ALVARADO;Secundaria;Activo;Loreto;Loreto;Urarinas
356;683540;6010266;Primaria;Activo;Loreto;Putumayo;Putumayo
357;683649;6010267;Primaria;Activo;Loreto;Maynas;Mazan
358;683656;6010268;Primaria;Activo;Loreto;Maynas;Mazan
359;683664;6010269;Primaria;Activo;Loreto;Maynas;Mazan
360;573410;601027;Primaria;Activo;Loreto;Maynas;Punchana
361;683821;6010270 - NUEVA VIDA;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Pebas
362;683557;6010271;Primaria;Activo;Loreto;Maynas;Napo
363;683490;6010272;Primaria;Activo;Loreto;Maynas;Alto Nanay
364;683847;6010273;Primaria;Activo;Loreto;Requena;Requena
365;720110;6010274;Primaria;Activo;Loreto;Maynas;San Juan Bautista
366;684902;6010274;Primaria;Activo;Loreto;Ucayali;Contamana
367;720128;6010275 FRANCISCO SECADA VIGNETTA;Primaria;Activo;Loreto;Maynas;San Juan Bautista
368;1153386;6010275 FRANCISCO SECADA VIGNETTA;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
369;684910;6010275-B;Primaria;Activo;Loreto;Ucayali;Contamana
370;720136;6010276;Primaria;Activo;Loreto;Maynas;San Juan Bautista
371;720144;6010277;Primaria;Inactivo;Loreto;Maynas;Iquitos
372;684894;6010277;Primaria;Inactivo;Loreto;Ucayali;Contamana
373;720151;6010278;Primaria;Activo;Loreto;Maynas;Iquitos
374;684928;6010278;Primaria;Inactivo;Loreto;Ucayali;Inahuaya
375;720169;6010279;Primaria;Activo;Loreto;Maynas;Belén
376;573881;601028;Primaria;Activo;Loreto;Maynas;Fernando Lores
377;720201;6010280;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
378;720219;6010281;Primaria;Activo;Loreto;Putumayo;Yaguas
379;720342;6010282;Primaria;Activo;Loreto;Maynas;Napo
380;720359;6010283;Primaria;Activo;Loreto;Maynas;Napo
381;720367;6010284;Primaria;Activo;Loreto;Maynas;Napo
382;720540;6010285;Primaria;Activo;Loreto;Maynas;Indiana
383;720557;6010286;Primaria;Activo;Loreto;Maynas;Mazan
384;720565;6010287;Primaria;Activo;Loreto;Maynas;Mazan
385;720573;6010288;Primaria;Activo;Loreto;Maynas;Indiana
386;1152081;6010288;Secundaria;Activo;Loreto;Maynas;Indiana
387;720532;6010289;Primaria;Activo;Loreto;Maynas;Las Amazonas
388;574046;601029;Primaria;Activo;Loreto;Maynas;Las Amazonas
389;720698;6010290;Primaria;Activo;Loreto;Maynas;Fernando Lores
390;720706;6010291;Primaria;Activo;Loreto;Maynas;Fernando Lores
391;720714;6010292;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
392;720722;6010293;Primaria;Activo;Loreto;Maynas;Fernando Lores
393;720847;6010294;Primaria;Activo;Loreto;Loreto;Trompeteros
394;720854;6010295;Primaria;Activo;Loreto;Loreto;Nauta
395;720862;6010296;Primaria;Activo;Loreto;Loreto;Nauta
396;720870;6010297;Primaria;Activo;Loreto;Loreto;Nauta
397;720946;6010298 REPUBLICA DE ISRAEL;Primaria;Activo;Loreto;Loreto;Trompeteros
398;1369081;6010298 REPUBLICA DE ISRAEL;Secundaria;Activo;Loreto;Loreto;Trompeteros
399;720953;6010299;Primaria;Activo;Loreto;Loreto;Trompeteros
400;398172;60103;Primaria;Activo;Loreto;Maynas;San Juan Bautista
401;1153220;60103;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
402;574079;601030;Primaria;Activo;Loreto;Maynas;Las Amazonas
403;720961;6010300;Primaria;Activo;Loreto;Loreto;Trompeteros
404;720979;6010301;Primaria;Activo;Loreto;Loreto;Trompeteros
405;1785427;6010301;Secundaria;Activo;Loreto;Loreto;Trompeteros
406;720987;6010302;Primaria;Activo;Loreto;Loreto;Tigre
407;721175;6010303;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
408;721183;6010304;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
409;721191;6010305 - SOPLIN VARGAS;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
410;721209;6010306;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
411;721217;6010307 - PUEBLO JOVEN 30 DE JUNIO;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
412;1789965;6010307 - PUEBLO JOVEN 30 DE JUNIO;Secundaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
413;721282;6010308 BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
414;721290;6010309 - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
415;574137;601031;Primaria;Activo;Loreto;Maynas;Las Amazonas
416;721373;6010310;Primaria;Activo;Loreto;Requena;Requena
417;838748;6010311;Primaria;Activo;Loreto;Requena;Soplin
418;721399;6010312;Primaria;Activo;Loreto;Requena;Soplin
419;721480;6010313;Primaria;Activo;Loreto;Requena;Requena
420;721498;6010314;Primaria;Inactivo;Loreto;Requena;Maquia
421;721506;6010315;Primaria;Activo;Loreto;Requena;Requena
422;721514;6010316;Primaria;Activo;Loreto;Requena;Maquia
423;720375;6010317;Primaria;Activo;Loreto;Maynas;Torres Causana
424;720177;6010318;Primaria;Activo;Loreto;Maynas;Belén
425;720516;6010319;Primaria;Activo;Loreto;Maynas;Indiana
426;574160;601032;Primaria;Activo;Loreto;Maynas;Las Amazonas
427;720581;6010320;Primaria;Activo;Loreto;Maynas;Mazan
428;720888;6010321 VIRGEN ROSA MISTICA;Primaria;Activo;Loreto;Loreto;Nauta
429;1751270;6010321 VIRGEN ROSA MISTICA;Secundaria;Activo;Loreto;Loreto;Nauta
430;720524;6010322;Primaria;Activo;Loreto;Maynas;Indiana
431;721225;6010323 BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
432;1149996;6010324;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
433;1148998;6010325 - SAN JOSE DE PUCAPALYA;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
434;1150036;6010326 - MARIO RIVERA PEREIRA;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
435;1539170;6010327 - ALBERGUE INFANTIL;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
436;1539188;6010328 - SAN JUAN;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
437;1539261;6010329;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
438;574194;601033;Primaria;Activo;Loreto;Maynas;Las Amazonas
439;1539253;6010330;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
440;1539329;6010331;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
441;1539337;6010332 - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
442;1539360;6010333;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
443;1539378;6010334 - NUEVO PARAISO;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
444;1539386;6010335 - URANIAS;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
445;1539394;6010336 - SAN MARTIN;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
446;1539402;6010337 - ALDEA;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
447;1539345;6010338 - 03 DE NOVIEMBRE;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
448;1539493;6010339 - PANCHO COCHA;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
449;574228;601034;Primaria;Activo;Loreto;Maynas;Las Amazonas
450;1539436;6010340;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
451;1539311;6010341;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
452;1539444;6010342 BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
453;1539295;6010343;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
454;1539410;6010344;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
455;1354844;6010345 - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
456;1354869;6010346;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
457;1354877;6010347;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
458;1354885;6010348-HAWAI;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
459;1354893;6010349;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
460;574434;601035;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
461;1354901;6010350 - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
462;1354919;6010351-ISLA MIRAFLORES;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
463;1354927;6010352;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
464;1354935;6010353;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
465;3003522;6010354;Primaria;Activo;Loreto;Putumayo;Putumayo
466;1354943;6010355-NUEVO REMANZO;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
467;1385210;6010357 - MONTE ALEGRE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
468;1397439;6010358;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
469;1397421;6010359 PUERTO RICO;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
470;574616;601036;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
471;1414861;6010360;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
472;1397413;6010361 BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
473;1397447;6010362 - RONDIÑA III ZONA;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
474;1397405;6010363 FRANCISCO ALMEIDA PINTO - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
475;1523216;6010364;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
476;1523224;6010365 - BILINGÜE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
477;1536192;6010366;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
478;1536200;6010367;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;San Pablo
479;1536218;6010368 - BILINGÜE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
480;1536226;6010369 - BILINGÜE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
481;574707;601037;Primaria;Activo;Loreto;Requena;Maquia
482;1536382;6010370;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Pebas
483;1536234;6010371 - BILINGÜE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
484;1538883;6010372;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
485;1579903;6010373;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
486;1635408;6010374;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
487;1635416;6010375;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
488;1794205;6010375;Secundaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
489;1640333;6010376 - BILINGÜE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
490;1659465;6010377 - BILINGÜE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
491;1702489;6010378;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
492;1702471;6010379;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
493;572966;601038;Primaria;Activo;Loreto;Loreto;Trompeteros
494;1340645;601038;Secundaria;Activo;Loreto;Loreto;Trompeteros
495;1702463;6010380 - BILINGÜE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
496;1738715;6010381;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
497;1738723;6010382;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
498;1738731;6010383;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
499;1738749;6010384;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
500;572974;601039;Primaria;Activo;Loreto;Loreto;Tigre
501;203695;60104;Primaria;Activo;Loreto;Maynas;Belén
502;572990;601040;Primaria;Activo;Loreto;Loreto;Tigre
503;573006;601041;Primaria;Activo;Loreto;Loreto;Tigre
504;573022;601042;Primaria;Activo;Loreto;Loreto;Tigre
505;573030;601043;Primaria;Activo;Loreto;Loreto;Tigre
506;573055;601044;Primaria;Activo;Loreto;Loreto;Tigre
507;573063;601045;Primaria;Activo;Loreto;Loreto;Trompeteros
508;573089;601046;Primaria;Activo;Loreto;Loreto;Tigre
509;573212;601047;Primaria;Activo;Loreto;Loreto;Urarinas
510;1638360;601047;Secundaria;Activo;Loreto;Loreto;Urarinas
511;573238;601048 MIGUEL GRAU SEMINARIO;Primaria;Activo;Loreto;Loreto;Urarinas
512;1671015;601048 MIGUEL GRAU SEMINARIO;Secundaria;Activo;Loreto;Loreto;Urarinas
513;565671;601049;Primaria;Activo;Loreto;Maynas;Indiana
514;398180;60105;Primaria;Activo;Loreto;Maynas;Belén
515;1153063;60105;Secundaria;Activo;Loreto;Maynas;Belén
516;1147610;601050;Secundaria;Activo;Loreto;Maynas;Iquitos
517;602268;601050 MICAELA BASTIDAS;Primaria;Activo;Loreto;Maynas;Iquitos
518;602276;601051;Primaria;Activo;Loreto;Maynas;Belén
519;1563188;601051;Secundaria;Activo;Loreto;Maynas;Belén
520;602292;601052;Primaria;Activo;Loreto;Maynas;Indiana
521;602318;601053;Primaria;Activo;Loreto;Requena;Saquena
522;1148592;601054;Primaria;Activo;Loreto;Requena;Alto Tapiche
523;1354406;601054;Secundaria;Activo;Loreto;Requena;Alto Tapiche
524;602334;601055 BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
525;602359;601057 BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
526;602367;601058;Primaria;Activo;Loreto;Requena;Requena
527;602391;601059;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
528;203703;60106;Primaria;Activo;Loreto;Maynas;Fernando Lores
529;602409;601060;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
530;720292;601060;Secundaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
531;602417;601061;Primaria;Activo;Loreto;Putumayo;Putumayo
532;602425;601062;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
533;602433;601063;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
534;602441;601064;Primaria;Activo;Loreto;Putumayo;Putumayo
535;602466;601065;Primaria;Activo;Loreto;Maynas;Napo
536;602482;601066 MONITOR HUASCAR;Primaria;Activo;Loreto;Maynas;Iquitos
537;602490;601067 BILINGÜE INTERCULTURAL;Primaria;Activo;Loreto;Maynas;Alto Nanay
538;1307800;601067 BILINGÜE INTERCULTURAL;Secundaria;Activo;Loreto;Maynas;Alto Nanay
539;602508;601068;Primaria;Activo;Loreto;Maynas;Alto Nanay
540;602516;601069;Primaria;Activo;Loreto;Maynas;Alto Nanay
541;398693;60107;Primaria;Activo;Loreto;Maynas;Belén
542;602532;601070;Primaria;Activo;Loreto;Maynas;Fernando Lores
543;602540;601071;Primaria;Activo;Loreto;Maynas;Belén
544;602672;601072 - BETANIA;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Pebas
545;1148790;601073 - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
546;602664;601074;Primaria;Activo;Loreto;Loreto;Trompeteros
547;602599;601075-B;Primaria;Activo;Loreto;Ucayali;Padre Márquez
548;634501;601076;Primaria;Inactivo;Loreto;Ucayali;Pampa Hermosa
549;602284;601077;Primaria;Activo;Loreto;Maynas;Belén
550;1563196;601077;Secundaria;Activo;Loreto;Maynas;Belén
551;602300;601078;Primaria;Activo;Loreto;Maynas;Indiana
552;602375;601079;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
553;398198;60108;Primaria;Activo;Loreto;Maynas;San Juan Bautista
554;602383;601080;Primaria;Activo;Loreto;Maynas;San Juan Bautista
555;602458;601081;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
556;602474;601082;Primaria;Activo;Loreto;Maynas;Napo
557;602524;601083 REINO UNIDO;Primaria;Activo;Loreto;Maynas;San Juan Bautista
558;602557;601084;Primaria;Activo;Loreto;Maynas;Fernando Lores
559;602565;601085;Primaria;Activo;Loreto;Maynas;Fernando Lores
560;602573;601086;Primaria;Activo;Loreto;Maynas;Las Amazonas
561;602581;601087 SANTA ELENA DE IMASA;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
562;1766245;601087 SANTA ELENA DE IMASA;Secundaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
563;602615;601088 BENEDICTO AREVALO RODRIGUEZ;Primaria;Inactivo;Loreto;Maynas;Iquitos
564;602623;601089-B;Primaria;Activo;Loreto;Ucayali;Padre Márquez
565;398701;60109 SANTA ESTEFANIA;Primaria;Activo;Loreto;Maynas;Punchana
566;602631;601090;Primaria;Activo;Loreto;Requena;Requena
567;634477;601091;Primaria;Activo;Loreto;Loreto;Urarinas
568;602656;601092 FRANCISCO BOLOGNESI CERVANTES;Primaria;Activo;Loreto;Maynas;Iquitos
569;634030;601093;Primaria;Activo;Loreto;Maynas;Punchana
570;634063;601094;Primaria;Activo;Loreto;Maynas;Indiana
571;634097;601095;Primaria;Activo;Loreto;Maynas;Punchana
572;634048;601096;Primaria;Activo;Loreto;Requena;Requena
573;838714;601097;Primaria;Activo;Loreto;Requena;Capelo
574;1629112;601097;Secundaria;Activo;Loreto;Requena;Capelo
575;634295;601098;Primaria;Activo;Loreto;Requena;Tapiche
576;634071;601099;Primaria;Activo;Loreto;Requena;Requena
577;398206;60110;Primaria;Activo;Loreto;Maynas;San Juan Bautista
578;1153261;60110;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
579;398719;60111;Primaria;Inactivo;Loreto;Maynas;Punchana
580;398214;60112;Primaria;Activo;Loreto;Maynas;Iquitos
581;1527746;60112;Secundaria;Activo;Loreto;Maynas;Iquitos
582;398222;60113;Primaria;Activo;Loreto;Maynas;San Juan Bautista
583;738559;60113;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
584;1148915;60114 - SAN JUAN DE RAMON CASTILLA;Primaria;Inactivo;Loreto;Mariscal Ramón Castilla;Yavari
585;398727;60115 MIGUEL GRAU SEMINARIO;Primaria;Activo;Loreto;Maynas;Punchana
586;620971;60115 MIGUEL GRAU SEMINARIO;Secundaria;Activo;Loreto;Maynas;Punchana
587;398735;60116;Primaria;Activo;Loreto;Maynas;Punchana
588;756023;60116;Secundaria;Activo;Loreto;Maynas;Punchana
589;203711;60117;Primaria;Activo;Loreto;Maynas;Belén
590;1366285;60117;Secundaria;Activo;Loreto;Maynas;Belén
591;203729;60118;Primaria;Activo;Loreto;Maynas;Belén
592;398230;60119;Primaria;Activo;Loreto;Maynas;Belén
593;1563204;60119;Secundaria;Activo;Loreto;Maynas;Belén
594;203737;60120;Primaria;Activo;Loreto;Maynas;Belén
595;1150820;60120;Secundaria;Activo;Loreto;Maynas;Belén
596;203745;60121 VICTOR RAUL HAYA DE LA TORRE;Primaria;Activo;Loreto;Maynas;Belén
597;720235;60121 VICTOR RAUL HAYA DE LA TORRE;Secundaria;Activo;Loreto;Maynas;Belén
598;398248;60122;Primaria;Activo;Loreto;Maynas;San Juan Bautista
599;398255;60123;Primaria;Activo;Loreto;Maynas;San Juan Bautista
600;738567;60123;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
601;398263;60124;Primaria;Activo;Loreto;Maynas;Iquitos
602;1153428;60124;Secundaria;Activo;Loreto;Maynas;Iquitos
603;398271;60125;Primaria;Activo;Loreto;Maynas;Iquitos
604;398743;60126;Primaria;Activo;Loreto;Maynas;Punchana
605;398289;60127;Primaria;Activo;Loreto;Maynas;Iquitos
606;621003;60127;Secundaria;Activo;Loreto;Maynas;Iquitos
607;398297;60128 MARIA ANTONIETA RODRIGUEZ MACEDA;Primaria;Activo;Loreto;Maynas;San Juan Bautista
608;720243;60128 MARIA ANTONIETA RODRIGUEZ MACEDA;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
609;398305;60129;Primaria;Activo;Loreto;Maynas;Iquitos
610;1271428;60129;Secundaria;Activo;Loreto;Maynas;Iquitos
611;203752;60130;Primaria;Activo;Loreto;Maynas;Belén
612;398750;60131;Primaria;Activo;Loreto;Maynas;Punchana
613;398768;60132;Primaria;Activo;Loreto;Maynas;Punchana
614;738385;601324 VIRGEN DE LAS MERCEDES;Primaria;Activo;Loreto;Maynas;San Juan Bautista
615;738393;601325 CARMEN ROSA PANDURO RAMIREZ;Primaria;Activo;Loreto;Maynas;San Juan Bautista
616;738401;601326;Primaria;Activo;Loreto;Maynas;San Juan Bautista
617;738468;601327;Primaria;Activo;Loreto;Maynas;Punchana
618;738476;601328;Primaria;Activo;Loreto;Maynas;Punchana
619;1153360;601329;Primaria;Activo;Loreto;Maynas;Belén
620;398313;60133;Primaria;Activo;Loreto;Maynas;San Juan Bautista
621;1261577;60133;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
622;738419;601330;Primaria;Activo;Loreto;Maynas;San Juan Bautista
623;738427;601331;Primaria;Activo;Loreto;Maynas;San Juan Bautista
624;1147735;601331;Secundaria;Activo;Loreto;Maynas;San Juan Bautista
625;738435;601332;Primaria;Activo;Loreto;Maynas;San Juan Bautista
626;738617;601333;Primaria;Activo;Loreto;Putumayo;Rosa Panduro
627;738625;601334;Primaria;Activo;Loreto;Putumayo;Putumayo
628;738633;601335;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
629;738641;601336;Primaria;Activo;Loreto;Putumayo;Teniente Manuel Clavero
630;738658;601337;Primaria;Activo;Loreto;Putumayo;Yaguas
631;738682;601338;Primaria;Activo;Loreto;Maynas;Napo
632;1148568;601339;Primaria;Activo;Loreto;Maynas;Torres Causana
633;398321;60134;Primaria;Activo;Loreto;Maynas;San Juan Bautista
634;1145895;601340;Primaria;Activo;Loreto;Maynas;Mazan
635;1145937;601341;Primaria;Activo;Loreto;Maynas;Mazan
636;1146414;601342;Primaria;Activo;Loreto;Maynas;Las Amazonas
637;1146455;601343;Primaria;Inactivo;Loreto;Maynas;Las Amazonas
638;735373;601344;Primaria;Activo;Loreto;Maynas;Las Amazonas
639;1146539;601345;Primaria;Inactivo;Loreto;Maynas;Las Amazonas
640;1145499;601346;Primaria;Activo;Loreto;Maynas;Indiana
641;1307818;601346;Secundaria;Activo;Loreto;Maynas;Indiana
642;1146141;601347;Primaria;Activo;Loreto;Maynas;Fernando Lores
643;1210178;601347;Secundaria;Activo;Loreto;Maynas;Fernando Lores
644;1146182;601348;Primaria;Activo;Loreto;Maynas;Fernando Lores
645;1146224;601349;Primaria;Activo;Loreto;Maynas;Fernando Lores
646;398339;60135;Primaria;Activo;Loreto;Maynas;San Juan Bautista
647;1144625;601350;Primaria;Inactivo;Loreto;Maynas;Fernando Lores
648;1150549;601350;Secundaria;Inactivo;Loreto;Maynas;Fernando Lores
649;746529;601351 OTONIEL VELA PINEDO;Primaria;Activo;Loreto;Loreto;Nauta
650;746537;601352;Primaria;Activo;Loreto;Loreto;Nauta
651;746545;601353;Primaria;Activo;Loreto;Loreto;Nauta
652;1790823;601353;Secundaria;Activo;Loreto;Loreto;Nauta
653;746552;601354;Primaria;Activo;Loreto;Loreto;Nauta
654;746560;601355;Primaria;Activo;Loreto;Loreto;Nauta
655;1146307;601356;Primaria;Activo;Loreto;Maynas;Fernando Lores
656;735100;601357;Primaria;Activo;Loreto;Loreto;Tigre
657;1538305;601357;Secundaria;Inactivo;Loreto;Loreto;Tigre
658;1379726;601357;Secundaria;Activo;Loreto;Loreto;Tigre
659;735118;601358;Primaria;Activo;Loreto;Loreto;Tigre
660;735134;601359;Primaria;Activo;Loreto;Loreto;Trompeteros
661;398347;60136;Primaria;Activo;Loreto;Maynas;San Juan Bautista
662;735126;601360;Primaria;Activo;Loreto;Loreto;Tigre
663;735183;601361;Primaria;Activo;Loreto;Loreto;Urarinas
664;735191;601362;Primaria;Activo;Loreto;Loreto;Urarinas
665;735209;601363;Primaria;Activo;Loreto;Loreto;Urarinas
666;735241;601364;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
667;735258;601365;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
668;735266;601366 - PALESTINA;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
669;837443;601367;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Ramón Castilla
670;737965;601368;Primaria;Activo;Loreto;Mariscal Ramón Castilla;San Pablo
671;737973;601369 - NUEVO ORIENTE;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
672;398776;60137 SOLDADO ALFREDO VARGAS GUERRA;Primaria;Activo;Loreto;Maynas;Belén
673;1209535;60137 SOLDADO ALFREDO VARGAS GUERRA;Secundaria;Activo;Loreto;Maynas;Belén
674;738112;601370;Primaria;Activo;Loreto;Requena;Tapiche
675;738096;601371;Primaria;Activo;Loreto;Requena;Requena
676;1540434;601371;Secundaria;Activo;Loreto;Requena;Requena
677;738104;601372;Primaria;Activo;Loreto;Requena;Jenaro Herrera
678;738138;601373;Primaria;Activo;Loreto;Requena;Soplin
679;1795699;601373;Secundaria;Activo;Loreto;Requena;Soplin
680;738443;601374 SIMON BOLIVAR;Primaria;Activo;Loreto;Maynas;San Juan Bautista
681;738450;601375;Primaria;Activo;Loreto;Maynas;San Juan Bautista
682;738120;601376;Primaria;Activo;Loreto;Requena;Saquena
683;1155365;601376;Secundaria;Activo;Loreto;Requena;Saquena
684;738492;601377;Primaria;Activo;Loreto;Maynas;Alto Nanay
685;1146570;601378;Primaria;Activo;Loreto;Maynas;Las Amazonas
686;735274;601379 - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Yavari
687;398354;60138;Primaria;Activo;Loreto;Maynas;Belén
688;1147453;60138;Secundaria;Activo;Loreto;Maynas;Belén
689;735142;601380;Primaria;Activo;Loreto;Loreto;Trompeteros
690;1704899;601380;Secundaria;Activo;Loreto;Loreto;Trompeteros
691;737981;601381 - BILINGUE INTERCULTURAL;Primaria;Activo;Loreto;Mariscal Ramón Castilla;Pebas
